N,area_wide,area_tight,err_wide_%,err_tight_%
100,0.72,0.8875000000000001,23.77057710026271,6.036648856226594
600,0.9600000000000001,0.9333333333333336,1.6392305329830648,1.1840814262664474
1100,1.0145454545454546,0.9363636363636366,7.414186813266195,0.8632505218062716
1600,1.006875,0.9312500000000001,6.602083586351366,1.404652673082828
2100,1.0114285714285716,0.9333333333333336,7.084189311535735,1.1840814262664474
2600,0.99,0.9326923076923078,4.815456487138777,1.2519495022099572
3100,0.9929032258064516,0.9455645161290325,5.122833192379655,0.11088524859094531
3600,0.98,0.9423611111111113,3.756714502420202,0.22827269006218304
4100,1.0009756097560976,0.9402439024390246,5.977490372805504,0.45243046121703384
4600,1.0056521739130435,0.9437500000000002,6.472617854524374,0.08122519218460389
5100,0.9988235294117647,0.9446078431372551,5.749640591302221,0.009598262386842048
5600,0.9964285714285714,0.9426339285714288,5.496076334457862,0.19938836012194133
6100,0.9959016393442622,0.9422131147540985,5.44028782238252,0.2439416857376672
6600,1.0022727272727272,0.9424242424242426,6.114821650202474,0.22158871288593157
7100,0.9925352112676057,0.9424295774647888,5.083869948053351,0.2210238697442848
7600,0.9876315789473684,0.9404605263157897,4.564701806547536,0.4294955818946591
8100,0.9911111111111112,0.9404320987654323,4.933094485440847,0.43250532600326386
8600,0.9816279069767442,0.9385174418604653,3.9290678487697384,0.6352180911652585
9100,0.9761538461538461,0.9398351648351649,3.3495060467592137,0.4957052274109788
9600,0.9759375,0.9385416666666668,3.3266005711282847,0.6326533092255315
10100,0.973069306930693,0.9405940594059408,3.0229329288528732,0.415357873005444
10600,0.9713207547169812,0.9399764150943398,2.8378063647399405,0.4807504694368957
11100,0.9713513513513513,0.9391891891891894,2.8410457588798117,0.5640973811609827
11600,0.9651724137931035,0.9404094827586209,2.186855697492667,0.4348997775970565
12100,0.9714049586776858,0.9396694214876036,2.846721391587699,0.5132531714860807
12600,0.9707142857142858,0.9398809523809525,2.7735969451815325,0.49085750770072895
13100,0.9659541984732825,0.9399809160305345,2.2696265238841935,0.4802739364249152
13600,0.9681617647058823,0.9398897058823532,2.5033508293342432,0.4899307377561047
14100,0.9702127659574469,0.942021276595745,2.720498942908416,0.2642523969896668
14600,0.973972602739726,0.9418664383561646,3.118568648617222,0.2806457714980352
15100,0.9733112582781458,0.9418874172185432,3.048549333833619,0.2784246512588477
15600,0.9686538461538462,0.9400641025641027,2.5554495582202885,0.47146662885972945
16100,0.9704347826086956,0.9401397515527952,2.744004777906785,0.4634573528167044
16600,0.9693975903614458,0.9401355421686749,2.6341928800679826,0.463903017986498
17100,0.9678947368421053,0.93983918128655,2.475079468287193,0.4952799888398869
17600,0.9690340909090909,0.9397017045454547,2.595707666904946,0.5098352286118771
18100,0.968121546961326,0.9399861878453041,2.4990928078649977,0.47971578726169023
18600,0.9658064516129032,0.9405913978494626,2.2539839434648106,0.4156396631642623
19100,0.9669109947643979,0.9414267015706809,2.3709265643068873,0.3272025511997132
19600,0.965204081632653,0.9413265306122451,2.190208504622311,0.33780807113425393
20100,0.9613432835820895,0.9412313432835823,1.7814496055571918,0.34788595326111266
20600,0.9616019417475727,0.9420509708737866,1.8088348315059275,0.2611085391028045
21100,0.9601421800947867,0.9429502369668249,1.6542837365572505,0.16589946228946073
21600,0.9616666666666667,0.9428819444444446,1.8156875304361528,0.1731298783580938
22100,0.9655656108597285,0.9430429864253396,2.2284851217630743,0.15607968771052086
22600,0.9625221238938053,0.9426438053097347,1.9062583786864145,0.19834266837028994
23100,0.9642857142857142,0.9429112554112555,2.0929770978624354,0.17002660324055308
23600,0.9667372881355932,0.9420550847457629,2.3525355142129447,0.26067298620469825
24100,0.9683402489626556,0.9418568464730293,2.522247706959956,0.28166130443682275
24600,0.9632926829268292,0.9413617886178863,1.9878406986830717,0.3340751580472765
25100,0.9645418326693227,0.9419322709163349,2.1200934264408935,0.27367580195664987
25600,0.9643359375,0.9417480468750002,2.0982944404196275,0.29318037467220426
26100,0.9600000000000001,0.9415229885057473,1.6392305329830648,0.317008249126239
26600,0.9575187969924812,0.9412593984962407,1.3765351533160437,0.3449156301079393
27100,0.9624354243542436,0.9412822878228785,1.897079134427435,0.34249224099660774
27600,0.9593478260869565,0.9410326086956524,1.5701821426753169,0.36892681846682035
28100,0.9595729537366547,0.9415480427046266,1.5940173521409762,0.31435565590154757
28600,0.9569580419580419,0.9418269230769233,1.317165663505723,0.2848294200150981
29100,0.9547422680412372,0.9415807560137459,1.0825723760691752,0.31089216051917334
29600,0.9562499999999999,0.9422297297297298,1.2422022887135848,0.24218258851007135
30100,0.9541196013289036,0.9421511627906979,1.0166480369857516,0.250500800206468
30600,0.951764705882353,0.9424428104575165,0.7673253690971745,0.21962283724585485
31100,0.949774919614148,0.941921221864952,0.5566583428206613,0.2748456114156929
31600,0.950126582278481,0.9422468354430382,0.5938903455394021,0.24037153482425788
32100,0.9490654205607477,0.9419392523364488,0.48154069922537024,0.2729366496978949
32600,0.9521779141104295,0.9422162576687119,0.8110734590467563,0.2436089321721142
33100,0.9527492447129909,0.9426359516616316,0.8715626286553906,0.19917416706828284
33600,0.9530357142857143,0.9427455357142859,0.901892365054054,0.18757204332821462
34100,0.9535777126099707,0.9434750733137831,0.9592760032077887,0.11033283472636232
34600,0.9538439306358382,0.9432442196531793,0.9874616233152663,0.13477428100708644
35100,0.9548717948717949,0.9428418803418805,1.0962859254350688,0.17737163310455947
35600,0.9503089887640449,0.9428370786516856,0.6132024859945475,0.17788000820525468
36100,0.9511080332409972,0.9432479224376733,0.6978006795352407,0.1343822516666681
36600,0.9531147540983607,0.9433743169398909,0.9102606418653512,0.12100033505312707
37100,0.9519137466307278,0.9438342318059301,0.7831049388710077,0.07230721724594202
37600,0.9524202127659575,0.9441156914893619,0.8367266349915855,0.04250789886045212
38100,0.951732283464567,0.9445209973753282,0.7638926716015616,0.00040353695215831543
38600,0.952461139896373,0.9444300518134717,0.8410597621200895,0.009225251513972903
39100,0.9510997442455242,0.9446930946291562,0.6969230887833995,0.018624195760399337
39600,0.9525,0.9451704545454547,0.8451740444441281,0.06916429428109509
40100,0.9516209476309228,0.9445760598503743,0.752105079453286,0.006233232363535787
40600,0.9520935960591133,0.9447967980295569,0.8021463529469386,0.029603710156626106
41100,0.9527737226277372,0.9451946472019467,0.8741542082594119,0.07172567239609119
41600,0.9495432692307693,0.944831730769231,0.532132544154744,0.03330218597005203
42100,0.9504513064133016,0.9445368171021379,0.6282702530379943,0.0020784378481727562
42600,0.94943661971831,0.9439553990610331,0.5208411125057,0.059478731230873924
43100,0.9476102088167053,0.9437935034802786,0.32747132221804803,0.0766192960793949
43600,0.9476834862385322,0.9433199541284406,0.3352295105200483,0.12675595414210705
44100,0.9461224489795919,0.9435941043083903,0.16995594194503866,0.09773052357901764
44600,0.9476233183856503,0.9434977578475338,0.328859287322407,0.10793112789780447
45100,0.9486917960088692,0.9434312638580933,0.44198349926582675,0.1149711257330109
45600,0.9485526315789474,0.9435855263157897,0.4272495767920643,0.09863871167010017
46100,0.9495878524945769,0.9437635574837313,0.5368527614756361,0.07978980446127758
46600,0.9490557939914163,0.9440182403433478,0.4805214939133686,0.05282546083486058
47100,0.9496815286624204,0.9441348195329089,0.5467706506619823,0.04048273258158097
47600,0.9493487394957983,0.9440651260504204,0.5115368643857554,0.04786147417876661
48100,0.9501455301455302,0.9438149688149691,0.5958964357759818,0.0743466709741085
